"Name"	"DrugBankID"	"PubChemCompoundID"	"WikipediaID"	"DrugscomLink"	"ChemSpiderID"	"MeshID"	"idterm_descritor"	"term_type_idterm_type"	"term_type_mesh"	"tree"
"4825"	"5,6-dihydroxy-7-methoxyflavone 6-O-xylopyranoside"	""	""	NA	NA	NA	"C432508"	4842	7	4	"Flavonoids"
"4826"	"green tea bioflavonoid, zinc ascorbate-containing toothpaste"	""	""	NA	NA	NA	"C432564"	4843	7	4	"Flavonoids"
"4827"	"3',5'-di-C-glucopyranosylphloretin"	""	""	NA	NA	NA	"C432875"	4844	7	4	"Flavonoids"
"4828"	"5,7,4'-trihydroxy-6,2',3'-trimethoxyflavone"	""	""	NA	NA	NA	"C432985"	4845	7	4	"Flavonoids"
"4829"	"aromadendrin-glucopyranoside-6''-(4''-hydroxy-2''-methylene butanoate)"	""	""	NA	NA	NA	"C433020"	4846	7	4	"Flavonoids"
"4830"	"bonannione A"	""	"5716903"	NA	NA	NA	"C433577"	4847	7	4	"Flavonoids"
"4831"	"4'-hydroxy-7-methoxyflavan"	""	"185609"	NA	NA	NA	"C433580"	4848	7	4	"Flavonoids"
"4832"	"3',5,7-trihydoxy-3,4',5'-trimethoxyflavone"	""	""	NA	NA	NA	"C433777"	4849	7	4	"Flavonoids"
"4833"	"3'(N-carboxymethyl)carbomyl-3,4',5,7-tetrahydroxyflavone"	""	""	NA	NA	NA	"C434223"	4850	7	4	"Flavonoids"
"4834"	"pinnatifida C"	""	""	NA	NA	NA	"C435021"	4851	7	4	"Flavonoids"
"4835"	"pinnatifida D"	""	""	NA	NA	NA	"C435022"	4852	7	4	"Flavonoids"
"4836"	"lipophen"	""	""	NA	NA	NA	"C435543"	4853	7	4	"Flavonoids"
"4837"	"retusapurpurin A"	""	"73746334"	NA	NA	NA	"C435710"	4854	7	4	"Flavonoids"
"4838"	"5,7,3',4'-tetrahydroxy-3-methoxy flavone"	""	""	NA	NA	NA	"C436444"	4855	7	4	"Flavonoids"
"4839"	"cathayanon B"	""	"10032722"	NA	NA	NA	"C436829"	4856	7	4	"Flavonoids"
"4840"	"cathayanon A"	""	"637411"	NA	NA	NA	"C436830"	4857	7	4	"Flavonoids"
"4841"	"3-methylgalangin"	""	"5281946"	NA	NA	NA	"C438064"	4858	7	4	"Flavonoids"
"4842"	"3,7-dimethylgalangin"	""	"5748697"	NA	NA	NA	"C438065"	4859	7	4	"Flavonoids"
"4843"	"alpinone"	""	"5317747"	NA	NA	NA	"C438066"	4860	7	4	"Flavonoids"
"4844"	"myricetin 3-O-neohesperidoside"	""	""	NA	NA	NA	"C438744"	4861	7	4	"Flavonoids"
"4845"	"2''-O-rhamnosyl-icariside II"	""	""	NA	NA	NA	"C439326"	4862	7	4	"Flavonoids"
"4846"	"2''-O-rhamnosyl-ikarisoside A"	""	""	NA	NA	NA	"C439327"	4863	7	4	"Flavonoids"
"4847"	"5,7,2',4'-tetrahydroxy-3-geranylflavone"	""	"10295791"	NA	NA	NA	"C439977"	4864	7	4	"Flavonoids"
"4848"	"3',4',5'-trimethoxyflavone"	""	"332208"	NA	NA	NA	"C441202"	4865	7	4	"Flavonoids"
"4849"	"biflavanone (2S,2''S)-7,7''-di-O-methyltetrahydroamentoflavone"	""	""	NA	NA	NA	"C442174"	4866	7	4	"Flavonoids"
"4850"	"eucalyptin"	""	"76573"	NA	NA	NA	"C442482"	4867	7	4	"Flavonoids"
"4851"	"artoindonesianin G"	""	""	NA	NA	NA	"C443698"	4868	7	4	"Flavonoids"
"4852"	"artoindonesianin H"	""	""	NA	NA	NA	"C443699"	4869	7	4	"Flavonoids"
"4853"	"artoindonesianin I"	""	""	NA	NA	NA	"C443700"	4870	7	4	"Flavonoids"
"4854"	"artoindonesianin L"	""	""	NA	NA	NA	"C443731"	4871	7	4	"Flavonoids"
"4855"	"biapigenin"	""	"466314"	NA	NA	NA	"C446502"	4872	7	4	"Flavonoids"
"4856"	"mikanin-3-O-sulfate"	""	""	NA	NA	NA	"C446963"	4873	7	4	"Flavonoids"
"4857"	"centaradixin"	""	"5323515"	NA	NA	NA	"C447011"	4874	7	4	"Flavonoids"
"4858"	"pyranoamentoflavone 7-methyl ether"	""	""	NA	NA	NA	"C447259"	4875	7	4	"Flavonoids"
"4859"	"pyranoamentoflavone 4'-methyl ether"	""	""	NA	NA	NA	"C447260"	4876	7	4	"Flavonoids"
"4860"	"lupinifolin"	""	"10250777"	NA	NA	NA	"C448459"	4877	7	4	"Flavonoids"
"4861"	"amorilin"	""	"14134104"	NA	NA	NA	"C448460"	4878	7	4	"Flavonoids"
"4862"	"5,4'-dihydroxy-3,3'-dimethoxy-6,7-methylenedioxyflavone"	""	"44259873"	NA	NA	NA	"C448741"	4879	7	4	"Flavonoids"
"4863"	"CJ-19,784"	""	""	NA	NA	NA	"C449026"	4880	7	4	"Flavonoids"
"4864"	"stachyspinoside"	""	"11513084"	NA	NA	NA	"C449200"	4881	7	4	"Flavonoids"
"4865"	"5-hydroxy 7,3',4',5'-tetra-methoxyflavone 5-O-xylopyranosyl-(1-2)-rhamnopyranoside"	""	""	NA	NA	NA	"C451584"	4882	7	4	"Flavonoids"
"4866"	"flavokawain B"	""	"5356121"	NA	NA	NA	"C452039"	4883	7	4	"Flavonoids"
"4867"	"artelastocarpin"	""	"15386210"	NA	NA	NA	"C452807"	4884	7	4	"Flavonoids"
"4868"	"carpelastofuran"	""	"44258665"	NA	NA	NA	"C452808"	4885	7	4	"Flavonoids"
"4869"	"sequoiaflavone"	""	"5484010"	NA	NA	NA	"C452983"	4886	7	4	"Flavonoids"
"4870"	"isoginkgetin"	""	"5318569"	NA	NA	NA	"C452984"	4887	7	4	"Flavonoids"
"4871"	"5,2',6'-trihydroxy-7-methoxyflavone"	""	"10946502"	NA	NA	NA	"C454667"	4888	7	4	"Flavonoids"
"4872"	"skullcapflavone I 2'-O-(4''-cinnamyl)glucopyranoside"	""	""	NA	NA	NA	"C454668"	4889	7	4	"Flavonoids"
"4873"	"gossypetin 8-O-lyxopyranoside"	""	""	NA	NA	NA	"C456091"	4890	7	4	"Flavonoids"
"4874"	"millettocalyxin A"	""	"44257581"	NA	NA	NA	"C457239"	4891	7	4	"Flavonoids"
"4875"	"millettocalyxin B"	""	"11143397"	NA	NA	NA	"C457240"	4892	7	4	"Flavonoids"
"4876"	"millettocalyxin C"	""	"11045499"	NA	NA	NA	"C457241"	4893	7	4	"Flavonoids"
"4877"	"cycloaltilisin 7"	""	"11811595"	NA	NA	NA	"C457257"	4894	7	4	"Flavonoids"
"4878"	"pongol methyl ether"	""	"636768"	NA	NA	NA	"C458079"	4895	7	4	"Flavonoids"
"4879"	"3-O-(2-methylbutyroyl)pinobanksin"	""	""	NA	NA	NA	"C458536"	4896	7	4	"Flavonoids"
"4880"	"6-cinnamylchrysin"	""	"636685"	NA	NA	NA	"C458537"	4897	7	4	"Flavonoids"
"4881"	"corylin"	""	"5316097"	NA	NA	NA	"C459211"	4898	7	4	"Flavonoids"
"4882"	"bavachin"	""	"5321775"	NA	NA	NA	"C459212"	4899	7	4	"Flavonoids"
"4883"	"ayanin"	""	"5280682"	NA	NA	NA	"C459623"	4900	7	4	"Flavonoids"
"4884"	"myricetin 3-O-(4''-acetyl)rhamnopyranoside"	""	"44259449"	NA	NA	NA	"C459641"	4901	7	4	"Flavonoids"
"4885"	"genkwanin 4'-O-(rhamnopyranosyl-(1-2)-(rhamnopyranosyl-(1-6))-galactopyranoside)"	""	""	NA	NA	NA	"C460500"	4902	7	4	"Flavonoids"
"4886"	"genkwanin 4'-O-arabinopyranosyl-(1-6)-galactopyranoside"	""	""	NA	NA	NA	"C460501"	4903	7	4	"Flavonoids"
"4887"	"mesquitol-(4alpha-5)-3,3',4',7,8-pentahydroxyflavonone"	""	""	NA	NA	NA	"C461739"	4904	7	4	"Flavonoids"
"4888"	"epimesquitol-(4beta-5)-3,3',4',7,8-pentahydroxyflavonone"	""	""	NA	NA	NA	"C461740"	4905	7	4	"Flavonoids"
"4889"	"sophoranone"	""	"441767"	NA	NA	NA	"C461819"	4906	7	4	"Flavonoids"
"4890"	"gancaonol A"	""	""	NA	NA	NA	"C464907"	4907	7	4	"Flavonoids"
"4891"	"gancaonol B"	""	""	NA	NA	NA	"C464908"	4908	7	4	"Flavonoids"
"4892"	"gancaonol C"	""	""	NA	NA	NA	"C464909"	4909	7	4	"Flavonoids"
"4893"	"5'-bromo-2'-hydroxy-6-methylflavone"	""	""	NA	NA	NA	"C465769"	4910	7	4	"Flavonoids"
"4894"	"6'''-hydroxylophirone B"	""	""	NA	NA	NA	"C465805"	4911	7	4	"Flavonoids"
"4895"	"6'''-hydroxylophirone B 4'''-O-beta-glucoside"	""	""	NA	NA	NA	"C465806"	4912	7	4	"Flavonoids"
"4896"	"2''-O-acetylrutin"	""	"9809744"	NA	NA	NA	"C466242"	4913	7	4	"Flavonoids"
"4897"	"2''-O-acetyl-3'-O-methylrutin"	""	"10032376"	NA	NA	NA	"C466243"	4914	7	4	"Flavonoids"
"4898"	"5,7,3',4'-tetrahydroxy-3-methoxy flavone-7-O-galactopyranosyl-(1-4)-O-glucopyranoside"	""	""	NA	NA	NA	"C467125"	4915	7	4	"Flavonoids"
"4899"	"capilliposide II"	""	"44259041"	NA	NA	NA	"C467126"	4916	7	4	"Flavonoids"
"4900"	"capilliposide I"	""	"44259319"	NA	NA	NA	"C467127"	4917	7	4	"Flavonoids"
"4901"	"7,3',5'-trimethoxy-4'-hydroxy flavone-3-O-beta-D-galactosyl-(l -4)-alpha-L-xyloside"	""	""	NA	NA	NA	"C468417"	4918	7	4	"Flavonoids"
"4902"	"bavachinin"	""	"122835"	NA	NA	NA	"C468752"	4919	7	4	"Flavonoids"
"4903"	"isobavachin"	""	"193679"	NA	NA	NA	"C468753"	4920	7	4	"Flavonoids"
"4904"	"dinklagin B"	""	"44257869"	NA	NA	NA	"C468825"	4921	7	4	"Flavonoids"
"4905"	"dinklagin C"	""	"44257866"	NA	NA	NA	"C468826"	4922	7	4	"Flavonoids"
"4906"	"saxifragin"	""	""	NA	NA	NA	"C468886"	4923	7	4	"Flavonoids"
"4907"	"6-methylapigenin"	""	"9965615"	NA	NA	NA	"C469106"	4924	7	4	"Flavonoids"
"4908"	"desmosal"	""	""	NA	NA	NA	"C469242"	4925	7	4	"Flavonoids"
"4909"	"isoatragalin"	""	""	NA	NA	NA	"C469245"	4926	7	4	"Flavonoids"
"4910"	"loureiriol"	""	""	NA	NA	NA	"C469381"	4927	7	4	"Flavonoids"
"4911"	"3-((6-O-(6-deoxymannopyranosyl)glucopyranosyl)oxy)-5,7-dihydroxy-8-((4-hydroxy-3,5-dimethoxyphenyl)methyl)-2-(3,4-dihydroxyphenyl)-4H-1-benzopyran-4-one"	""	"102460727"	NA	NA	NA	"C470020"	4928	7	4	"Flavonoids"
"4912"	"2-(3-benzoylphenyl)-3,5,7-trihydroxychromen-4-one"	""	"12016858"	NA	NA	NA	"C470026"	4929	7	4	"Flavonoids"
"4913"	"tetra-O-methylscutellarein"	""	"629964"	NA	NA	NA	"C470028"	4930	7	4	"Flavonoids"
"4914"	"artabotryside A"	""	"44259274"	NA	NA	NA	"C470037"	4931	7	4	"Flavonoids"
"4915"	"artabotryside B"	""	"44258976"	NA	NA	NA	"C470038"	4932	7	4	"Flavonoids"
"4916"	"1-phenyl-2,3-butanediol 3-O-glucopyranoside"	""	""	NA	NA	NA	"C470112"	4933	7	4	"Flavonoids"
"4917"	"diphylloside B"	""	"25087702"	NA	NA	NA	"C470265"	4934	7	4	"Flavonoids"
"4918"	"ikarisoside C"	""	"5481980"	NA	NA	NA	"C470266"	4935	7	4	"Flavonoids"
"4919"	"korepimedoside C"	""	""	NA	NA	NA	"C470268"	4936	7	4	"Flavonoids"
"4920"	"7-O-glucopyranuronosylflavopiridol"	""	""	NA	NA	NA	"C471032"	4937	7	4	"Flavonoids"
"4921"	"5-O-glucopyranuronosylflavopiridol"	""	""	NA	NA	NA	"C471033"	4938	7	4	"Flavonoids"
"4922"	"antoksyd S"	""	""	NA	NA	NA	"C471185"	4939	7	4	"Flavonoids"
"4923"	"myricetin 7-O-glucopyranosyl-(1-6)-glucopyranoside"	""	""	NA	NA	NA	"C471273"	4940	7	4	"Flavonoids"
"4924"	"myricetin 7-O-rhamnopyranosyl-(1-6)-glucopyranoside"	""	""	NA	NA	NA	"C471274"	4941	7	4	"Flavonoids"
"4925"	"7,8-dimethoxy-3',4'-methylenedioxyflavone"	""	"11834369"	NA	NA	NA	"C471386"	4942	7	4	"Flavonoids"
"4926"	"7,4'-dimethoxy-3'-hydroxyflavone"	""	""	NA	NA	NA	"C471387"	4943	7	4	"Flavonoids"
"4927"	"7,2',4'-trimethoxyflavone"	""	"688837"	NA	NA	NA	"C471388"	4944	7	4	"Flavonoids"
"4928"	"3,5,6,4'-tetrahydroxy-7-methoxyflavonoid"	""	""	NA	NA	NA	"C471408"	4945	7	4	"Flavonoids"
"4929"	"Thalassiolin C"	""	"5493606"	NA	NA	NA	"C471627"	4946	7	4	"Flavonoids"
"4930"	"thalassiolin A"	""	"44258146"	NA	NA	NA	"C471628"	4947	7	4	"Flavonoids"
"4931"	"thalassiolin B"	""	""	NA	NA	NA	"C471629"	4948	7	4	"Flavonoids"
"4932"	"6,2'-dihydroxy-5,7,8,6'-tetramethoxyflavone"	""	""	NA	NA	NA	"C471749"	4949	7	4	"Flavonoids"
"4933"	"5,7,2'-trihydroxy-6,8-dimethoxyflavone"	""	"9818878"	NA	NA	NA	"C471750"	4950	7	4	"Flavonoids"
"4934"	"unonal"	""	"25076214"	NA	NA	NA	"C471768"	4951	7	4	"Flavonoids"
"4935"	"dihydronorwagonin"	""	""	NA	NA	NA	"C472146"	4952	7	4	"Flavonoids"
"4936"	"chrysoplenol D"	""	""	NA	NA	NA	"C472158"	4953	7	4	"Flavonoids"
"4937"	"chrysoplenetin"	""	""	NA	NA	NA	"C472159"	4954	7	4	"Flavonoids"
"4938"	"quercetagenin 3,4'-dimethyl ether 7-O-glucopyranoside"	""	""	NA	NA	NA	"C473162"	4955	7	4	"Flavonoids"
"4939"	"7-methoxyneochamaejasmin A"	""	"10875364"	NA	NA	NA	"C473378"	4956	7	4	"Flavonoids"
"4940"	"artoindonesianin O"	""	""	NA	NA	NA	"C473410"	4957	7	4	"Flavonoids"
"4941"	"artoindonesianin N"	""	""	NA	NA	NA	"C473411"	4958	7	4	"Flavonoids"
"4942"	"artoindonesianin P"	""	"10316935"	NA	NA	NA	"C473412"	4959	7	4	"Flavonoids"
"4943"	"dicliripariside B"	""	"11972334"	NA	NA	NA	"C473534"	4960	7	4	"Flavonoids"
"4944"	"dicliripariside C"	""	"44257592"	NA	NA	NA	"C473535"	4961	7	4	"Flavonoids"
"4945"	"2,5-dimethoxy-4-hydroxy-(2'',3''-7,8)-furanoflavan"	""	""	NA	NA	NA	"C473703"	4962	7	4	"Flavonoids"
"4946"	"3,5,7,2',6'-pentahydroxyflavone"	""	"5320471"	NA	NA	NA	"C473996"	4963	7	4	"Flavonoids"
"4947"	"leachianone G"	""	"5275227"	NA	NA	NA	"C474046"	4964	7	4	"Flavonoids"
"4948"	"meliternatin"	""	"386320"	NA	NA	NA	"C474048"	4965	7	4	"Flavonoids"
"4949"	"taiwanhomoflavone-B"	""	"10325661"	NA	NA	NA	"C474093"	4966	7	4	"Flavonoids"
"4950"	"matteucinol 7-O-alpha-L-arabinopyranosyl(1-6)-beta-glucopyranoside"	""	"11050315"	NA	NA	NA	"C474212"	4967	7	4	"Flavonoids"
"4951"	"farrerol 7-O-beta-D-apiofuranosyl(1-6)-beta-D-glucopyranoside"	""	"42607900"	NA	NA	NA	"C474213"	4968	7	4	"Flavonoids"
"4952"	"aromadendrol"	""	""	NA	NA	NA	"C474456"	4969	7	4	"Flavonoids"
"4953"	"5-hydroxy-7,8,2',5'-tetramethoxyflavone"	""	"10948318"	NA	NA	NA	"C475151"	4970	7	4	"Flavonoids"
"4954"	"5-deoxyisorhamnetin 3-O-alpha-L-rhamnopyranosyl(1'''-6'')-beta-D-glucopyranoside"	""	""	NA	NA	NA	"C475238"	4971	7	4	"Flavonoids"
"4955"	"palstatin"	""	"5323578"	NA	NA	NA	"C475239"	4972	7	4	"Flavonoids"
"4956"	"14-hydroxyartonin E"	""	""	NA	NA	NA	"C476021"	4973	7	4	"Flavonoids"
"4957"	"3-nitro-2-(2-nitrophenyl)-4-oxo-4H-1-benzopyran-8-acetic acid"	""	"10067728"	NA	NA	NA	"C477198"	4974	7	4	"Flavonoids"
"4958"	"6-methoxyluteolin 7-O-(2-O-alpha-rhamnosyl-3-O-alpha-arabinosyl-beta-glucuronide)-4'-O-(2-O-alpha-rhamnosyl-3-O-beta-xylosyl-beta-glucuronide)"	""	""	NA	NA	NA	"C477204"	4975	7	4	"Flavonoids"
"4959"	"artobiloxanthone"	""	"46887866"	NA	NA	NA	"C477220"	4976	7	4	"Flavonoids"
"4960"	"artelastin"	""	"399488"	NA	NA	NA	"C477276"	4977	7	4	"Flavonoids"
"4961"	"herbacetin 3-O-glucopyranoside-8-O-glucuronopyranoside"	""	""	NA	NA	NA	"C477456"	4978	7	4	"Flavonoids"
"4962"	"gossypetin 3-O-glucopyranoside-8-O-glucuronopyranoside"	""	""	NA	NA	NA	"C477457"	4979	7	4	"Flavonoids"
"4963"	"takakin 7-O-glucopyranoside-8-O-glucuronopyranoside"	""	""	NA	NA	NA	"C477458"	4980	7	4	"Flavonoids"
"4964"	"jaceosidin"	""	"5379096"	NA	NA	NA	"C477508"	4981	7	4	"Flavonoids"
"4965"	"chrysoeriol 6-C-beta-boivinopyranosyl-7-O-beta-glucopyranoside"	""	"21629593"	NA	NA	NA	"C477587"	4982	7	4	"Flavonoids"
"4966"	"chrysoeriol 6-C-beta-L-boivinopyranoside"	""	"21629594"	NA	NA	NA	"C477588"	4983	7	4	"Flavonoids"
"4967"	"propolin A"	""	"10411087"	NA	NA	NA	"C477615"	4984	7	4	"Flavonoids"
"4968"	"propolin B"	""	"637252"	NA	NA	NA	"C477616"	4985	7	4	"Flavonoids"
"4969"	"5-hydroxy-7-methoxyflavone-(4' -O-8'')-5'',7''-dihydroxy-4'''-methoxyflavone"	""	""	NA	NA	NA	"C477629"	4986	7	4	"Flavonoids"
"4970"	"5-hydroxy-7-methoxyflavone-(4' -O-8'')-4''',5'',7''-trihydroxyflavone"	""	""	NA	NA	NA	"C477630"	4987	7	4	"Flavonoids"
"4971"	"6,8-di- C-methylluteolin 7-methyl ether"	""	""	NA	NA	NA	"C477675"	4988	7	4	"Flavonoids"
"4972"	"6-C-methylluteolin 7-methyl ether"	""	""	NA	NA	NA	"C477676"	4989	7	4	"Flavonoids"
"4973"	"anastatin B"	""	"10407286"	NA	NA	NA	"C477950"	4990	7	4	"Flavonoids"
"4974"	"anastatin A"	""	"10134240"	NA	NA	NA	"C477951"	4991	7	4	"Flavonoids"
"4975"	"acacetin-7-O-glucoside"	""	""	NA	NA	NA	"C477955"	4992	7	4	"Flavonoids"
"4976"	"5,4'-dihydroxyflavonoid-7-O-pyranglucuronate butyl ester"	""	""	NA	NA	NA	"C477957"	4993	7	4	"Flavonoids"
"4977"	"baicalein-6-O-glucopyranuronoside"	""	""	NA	NA	NA	"C477966"	4994	7	4	"Flavonoids"
"4978"	"6-O-methylbaicalin-7-O-glucopyranuronoside"	""	""	NA	NA	NA	"C477967"	4995	7	4	"Flavonoids"
"4979"	"kaempferol 3-O-sophoroside-7-O-rhamnoside"	""	"90657705"	NA	NA	NA	"C477968"	4996	7	4	"Flavonoids"
"4980"	"kaempferol 3-O-(2''-O-glucosyl)rutinoside"	""	""	NA	NA	NA	"C477969"	4997	7	4	"Flavonoids"
"4981"	"Flite Tabs"	""	""	NA	NA	NA	"C478418"	4998	7	4	"Flavonoids"
"4982"	"6,8-diprenyleriodictyol"	""	"4063836"	NA	NA	NA	"C478607"	4999	7	4	"Flavonoids"
"4983"	"dorsmanin C"	""	"5472481"	NA	NA	NA	"C478608"	5000	7	4	"Flavonoids"
"4984"	"dorsmanin F"	""	"10527064"	NA	NA	NA	"C478609"	5001	7	4	"Flavonoids"
"4985"	"galeobdoside"	""	""	NA	NA	NA	"C479123"	5002	7	4	"Flavonoids"
"4986"	"macrophyllol"	""	"9973885"	NA	NA	NA	"C479286"	5003	7	4	"Flavonoids"
"4987"	"5,7,3',4'-tetrahydroxy-3-methoxy-7-O-rhamnopyranosyl-1-3-galactopyranoside"	""	""	NA	NA	NA	"C479402"	5004	7	4	"Flavonoids"
"4988"	"procyanidin B"	""	"130556"	NA	NA	NA	"C479578"	5005	7	4	"Flavonoids"
"4989"	"procyanidin B1"	""	"11250133"	NA	NA	NA	"C479579"	5006	7	4	"Flavonoids"
"4990"	"procyanidin B2"	""	"122738"	NA	NA	NA	"C479580"	5007	7	4	"Flavonoids"
"4991"	"procyanidin B3"	""	"146798"	NA	NA	NA	"C479581"	5008	7	4	"Flavonoids"
"4992"	"procyanidin B5"	""	"124017"	NA	NA	NA	"C479582"	5009	7	4	"Flavonoids"
"4993"	"procyanidin C"	""	""	NA	NA	NA	"C479583"	5010	7	4	"Flavonoids"
"4994"	"procyanidin D"	""	""	NA	NA	NA	"C479584"	5011	7	4	"Flavonoids"
"4995"	"procyanidol oligomer"	""	""	NA	NA	NA	"C479585"	5012	7	4	"Flavonoids"
"4996"	"procyanidin B5 3'-O-gallate"	""	""	NA	NA	NA	"C479586"	5013	7	4	"Flavonoids"
"4997"	"vitisinol"	""	""	NA	NA	NA	"C479587"	5014	7	4	"Flavonoids"
"4998"	"amurensisin"	""	""	NA	NA	NA	"C479588"	5015	7	4	"Flavonoids"
"4999"	"tetrahydroxyflavanol"	""	"57238181"	NA	NA	NA	"C479778"	5016	7	4	"Flavonoids"
"5000"	"SY 21"	""	""	NA	NA	NA	"C480825"	5017	7	4	"Flavonoids"
"5001"	"propolin C"	""	"639465"	NA	NA	NA	"C480960"	5018	7	4	"Flavonoids"
"5002"	"(2S)-5-hydroxy-7-methoxy-8-((E)-3-oxo-1-butenyl)flavanone"	""	"10980660"	NA	NA	NA	"C481559"	5019	7	4	"Flavonoids"
"5003"	"griffonianone D"	""	"11004658"	NA	NA	NA	"C482172"	5020	7	4	"Flavonoids"
"5004"	"gossypitrin"	""	"6452123"	NA	NA	NA	"C482384"	5021	7	4	"Flavonoids"
"5005"	"theograndin I"	""	"11156985"	NA	NA	NA	"C482484"	5022	7	4	"Flavonoids"
"5006"	"theograndin II"	""	"11272944"	NA	NA	NA	"C482485"	5023	7	4	"Flavonoids"
"5007"	"licobichalcone"	""	"11827914"	NA	NA	NA	"C483339"	5024	7	4	"Flavonoids"
"5008"	"3,7,4'-trihydroxyflavone"	""	""	NA	NA	NA	"C483500"	5025	7	4	"Flavonoids"
"5009"	"nidemone"	""	"21574988"	NA	NA	NA	"C483640"	5026	7	4	"Flavonoids"
"5010"	"acutissimin A"	""	"16132408"	NA	NA	NA	"C483992"	5027	7	4	"Flavonoids"
"5011"	"kunzeagin A"	""	"11182168"	NA	NA	NA	"C484825"	5028	7	4	"Flavonoids"
"5012"	"isomundulinol"	""	"10476431"	NA	NA	NA	"C484836"	5029	7	4	"Flavonoids"
"5013"	"3-deoxy-MS-II"	""	"10068857"	NA	NA	NA	"C484837"	5030	7	4	"Flavonoids"
"5014"	"dalversinol A"	""	"11235596"	NA	NA	NA	"C484933"	5031	7	4	"Flavonoids"
"5015"	"aescuflavoside"	""	"11400338"	NA	NA	NA	"C485174"	5032	7	4	"Flavonoids"
"5016"	"aescuflavoside A"	""	"21578027"	NA	NA	NA	"C485175"	5033	7	4	"Flavonoids"
"5017"	"sphaerophyside SB"	""	""	NA	NA	NA	"C485279"	5034	7	4	"Flavonoids"
"5018"	"sphaerophyside SA"	""	""	NA	NA	NA	"C485280"	5035	7	4	"Flavonoids"
"5019"	"dambulin"	""	""	NA	NA	NA	"C485301"	5036	7	4	"Flavonoids"
"5020"	"gerambulin"	""	""	NA	NA	NA	"C485302"	5037	7	4	"Flavonoids"
"5021"	"artoindonesianin V"	""	"10053761"	NA	NA	NA	"C485797"	5038	7	4	"Flavonoids"
"5022"	"artoindonesianin U"	""	""	NA	NA	NA	"C485798"	5039	7	4	"Flavonoids"
"5023"	"suberectin"	""	""	NA	NA	NA	"C486137"	5040	7	4	"Flavonoids"
"5024"	"5,6,4'-trihydroxyflavone 7-O-alpha-L-2,3-di-O-acetylrhamnopyranosyl-(1-6)-beta-D-glucopyranoside"	""	""	NA	NA	NA	"C486283"	5041	7	4	"Flavonoids"
"5025"	"I-3, II-3, I-5, II-5, I-7, II-7, I-4', II-4'-octahydroxy (I-2', II-2') biflavone"	""	""	NA	NA	NA	"C486817"	5042	7	4	"Flavonoids"
"5026"	"isothymusin"	""	"630253"	NA	NA	NA	"C487424"	5043	7	4	"Flavonoids"
"5027"	"4',7-dimethylkaempferol"	""	""	NA	NA	NA	"C487686"	5044	7	4	"Flavonoids"
"5028"	"ombuine"	""	"5320287"	NA	NA	NA	"C487687"	5045	7	4	"Flavonoids"
"5029"	"4'-methoxyflavone"	""	"77793"	NA	NA	NA	"C487850"	5046	7	4	"Flavonoids"
"5030"	"3',5-dihydroxy-4'-methoxyflavone-7-O-rhamnosyl-1-6-glucoside"	""	""	NA	NA	NA	"C488005"	5047	7	4	"Flavonoids"
"5031"	"floranol"	""	""	NA	NA	NA	"C488030"	5048	7	4	"Flavonoids"
"5032"	"5,3',4'-trihydroxyl-6,7-dimethoxyl-8-C-(beta-D-xylocopyranosyl-(1-2))- beta-D-glucopyranosyl flavone"	""	""	NA	NA	NA	"C488126"	5049	7	4	"Flavonoids"
"5033"	"5,4'-dihydroxyl-6,7-dimethoxyl-8-C- (beta-D-xylopyranosyl-(1-2))-beta-D-glucopyranosyl flavone"	""	""	NA	NA	NA	"C488127"	5050	7	4	"Flavonoids"
"5034"	"anadanthoflavone"	""	""	NA	NA	NA	"C488286"	5051	7	4	"Flavonoids"
"5035"	"3-aminoflavone"	""	"248316"	NA	NA	NA	"C488624"	5052	7	4	"Flavonoids"
"5036"	"5,7,3',4',5'-pentamethoxyflavone"	""	"493376"	NA	NA	NA	"C488726"	5053	7	4	"Flavonoids"
"5037"	"flavocommelin"	""	"44258346"	NA	NA	NA	"C488883"	5054	7	4	"Flavonoids"
"5038"	"diandraflavone"	""	"21580252"	NA	NA	NA	"C489107"	5055	7	4	"Flavonoids"
"5039"	"taiwanhomoflavone C"	""	"21580254"	NA	NA	NA	"C489194"	5056	7	4	"Flavonoids"
"5040"	"7-O-methyl mearnsitrin"	""	""	NA	NA	NA	"C489343"	5057	7	4	"Flavonoids"
"5041"	"catechin-(3'-O-3''')-afzelechin"	""	"11272988"	NA	NA	NA	"C493045"	5058	7	4	"Flavonoids"
"5042"	"epicatechin-(3'-O-7'')-epiafzelechin"	""	"11203804"	NA	NA	NA	"C493046"	5059	7	4	"Flavonoids"
"5043"	"6-iodoapigenin"	""	""	NA	NA	NA	"C493146"	5060	7	4	"Flavonoids"
"5044"	"4'-hydroxy-5,6,7,8,3'-pentamethoxyflavone"	""	""	NA	NA	NA	"C495163"	5061	7	4	"Flavonoids"
"5045"	"5,7-diacetylflavone"	""	"44573406"	NA	NA	NA	"C495277"	5062	7	4	"Flavonoids"
"5046"	"4',7-dihydroxy-3'-methoxy-5'-prenylflavanone"	""	"11451071"	NA	NA	NA	"C495307"	5063	7	4	"Flavonoids"
"5047"	"3,5,6,7,8-pentahydroxy-4'-methoxy flavone"	""	""	NA	NA	NA	"C495557"	5064	7	4	"Flavonoids"
"5048"	"3,5,6,7,8-pentahydroxy flavone"	""	""	NA	NA	NA	"C495558"	5065	7	4	"Flavonoids"
